category,theme
ON THE LANDSCAPE,POTPOURRI & GENERAL
MOVIE MOUNTAINS,GEOGRAPHY
THE U.S.,POTPOURRI & GENERAL
"THE ""US""",POTPOURRI & GENERAL
LESSER-KNOWN POEMS,POTPOURRI & GENERAL
NAME THE OLYMPIC CITY,GEOGRAPHY
OSCAR NIGHT FASHION,MOVIES & TV
WORLD NATIONS,GEOGRAPHY
HORSE TALK,POTPOURRI & GENERAL
CLASSIC FILMS IN OTHER WORDS,MOVIES & TV
WHAT GRADE DID YOU GET?,POTPOURRI & GENERAL
CONTEMPORARY THEATRE,ART & CULTURE
HI THERE,POTPOURRI & GENERAL
"""LO"" THERE",POTPOURRI & GENERAL
THE SPORTS CHANNEL,SPORTS
SCIENCE PRIZES,SCIENCE
POP PRINCES & PRINCESSES,MUSIC
AIRPLANES,TECHNOLOGY
"STRANGE ""R""s",POTPOURRI & GENERAL
THE SOUTHERN STATES,GEOGRAPHY
CARTS & RAFTS,ART & CULTURE
"""J"" & ""K""",POTPOURRI & GENERAL
NICKELODEON KID'S CHOICE AWARDS 2002,HISTORY
ACTIVITIES,POTPOURRI & GENERAL
READING & 'RITING,LITERATURE
'RITHMETIC,POTPOURRI & GENERAL
OH JOY!  IT'S OPERA!,MUSIC
MOVIE STARS SPEAK,SCIENCE
KIDS IN BOOKS,LITERATURE
A TRIP TO OUTER SPACE,SCIENCE
AROUND THE APARTMENT BUILDING,ART & CULTURE
ATTACK OF THE THESAURUS,POTPOURRI & GENERAL
A NATION OF ASIA,POTPOURRI & GENERAL
FORBES MAGAZINE'S RICHEST,POTPOURRI & GENERAL
"RODENT, MARSUPIAL OR PRIMATE",POTPOURRI & GENERAL
"HELLO, NEWMAN",POTPOURRI & GENERAL
"THE ""BLUE""s",POTPOURRI & GENERAL
LAST NAME MEANINGS,POTPOURRI & GENERAL
GEOLOGY TEST,SCIENCE
RELIGIOUS FESTIVALS,ART & CULTURE
'90s MOVIE LINES,MOVIES & TV
"""A"" ____",POTPOURRI & GENERAL
ODYSSEY,POTPOURRI & GENERAL
SCIENCE IN THE 1800s,SCIENCE
MYSTERY!,POTPOURRI & GENERAL
19!,POTPOURRI & GENERAL
"A VERY ""P.C."" CATEGORY",POTPOURRI & GENERAL
THE TELEGRAM,POTPOURRI & GENERAL
MOST-LIVABLE COUNTRIES,GEOGRAPHY
CLASSIC ADS & SLOGANS,POTPOURRI & GENERAL
E.T. 20th ANNIVERSARY,POTPOURRI & GENERAL
TUTTI FRUITY,FOOD & DRINK
HOUND DOG,POTPOURRI & GENERAL
BOOK OF LOVE,LITERATURE
"""U"" SEND ME",POTPOURRI & GENERAL
ROCK & ROLL IS HERE TO STAY,MUSIC
ROCKIN' STUPID ANSWERS,MUSIC
ALSO AN AUTO,POTPOURRI & GENERAL
A TRIP TO MARS,POTPOURRI & GENERAL
"YES SIR, THAT'S MY BAY",POTPOURRI & GENERAL
"""B""",POTPOURRI & GENERAL
CHINESE DYNASTIES,POTPOURRI & GENERAL
SIX CHARACTERS IN SEARCH OF AN AUTHOR,LITERATURE
UP WORDS,LANGUAGE & WORDS
THE 74th ACADEMY AWARDS,HISTORY
think small,POTPOURRI & GENERAL
ALL ABOUT FOOTBALL,SPORTS
"OH, HELL!",POTPOURRI & GENERAL
FRENCH DERIVATIONS,LANGUAGE & WORDS
HISTORIC HISTORIANS,HISTORY
WHAT A BUNCH OF TV CHARACTERS,MOVIES & TV
"MEET MY ""EX""",POTPOURRI & GENERAL
KJPY CLASSICAL RADIO,MUSIC
GUESS WHO'S COMING TO DINNER?,POTPOURRI & GENERAL
EAT MEAT,FOOD & DRINK
LITERARY NAME'S THE SAME,POTPOURRI & GENERAL
ROLLING STONES HITS IN OTHER WORDS,LANGUAGE & WORDS
SUBURBIA,POTPOURRI & GENERAL
SPORTS BEATING TERMS,MUSIC
WOULD YOU BELIEVE?,POTPOURRI & GENERAL
HUMPHREY BOGART MOVIES,MOVIES & TV
ALL I WANT FOR ISTHMUS,POTPOURRI & GENERAL
THE 2002 WINTER OLYMPICS,HISTORY
CONSTITUTIONAL POWERS OF CONGRESS,POLITICS & GOVERNMENT
JOANIE LOVES KARACHI,POTPOURRI & GENERAL
GARDEN TALK,POTPOURRI & GENERAL
NEW YORK CITY LANDMARKS,GEOGRAPHY
POP STARS A.K.A.,SCIENCE
3 IS A MAGIC NUMBER,POTPOURRI & GENERAL
BEAUTY TIPS,POTPOURRI & GENERAL
WHAT A CLICHE,POTPOURRI & GENERAL
BABYLON 5,POTPOURRI & GENERAL
VOYAGER,POTPOURRI & GENERAL
SEPTEMBER 1984,HISTORY
HOMEMAKING,POTPOURRI & GENERAL
-O-O-O- YES!,POTPOURRI & GENERAL
BOOKSTORES,LITERATURE
"""Y"" ME?",POTPOURRI & GENERAL
WE GOTTA BLAME SOMEBODY,POTPOURRI & GENERAL
20th CENTURY BUSINESS,HISTORY
SEASON FINALES,POTPOURRI & GENERAL
IT'S BEEN FUN,POTPOURRI & GENERAL
BE WELL,POTPOURRI & GENERAL
WE'RE NOT GOING FAR,POTPOURRI & GENERAL
COMBOS,POTPOURRI & GENERAL
KEVIN COSTNER FILMS,MOVIES & TV
AROUND THE ROOM,POTPOURRI & GENERAL
"""BRAVE"" HEART",ART & CULTURE
SPORTS IN THE '90s,SPORTS
THE FBI,POTPOURRI & GENERAL
"""POUND"" SIGN",POTPOURRI & GENERAL
WILSON'S 14 POINTS,POTPOURRI & GENERAL
CALIFORNIA PROPERTY,POTPOURRI & GENERAL
FORMER APPRENTICES,TECHNOLOGY
ALBUM OF THE YEAR GRAMMY WINNERS,MUSIC
"""AV"" A NICE DAY",POTPOURRI & GENERAL
"""IT""s",POTPOURRI & GENERAL
THE HOLY GRAIL,TECHNOLOGY
THE LARCH,POTPOURRI & GENERAL
BICYCLE REPAIRMAN,TECHNOLOGY
WHEELS,POTPOURRI & GENERAL
INITIAL REACTION,POTPOURRI & GENERAL
FUN IN THE CITY,GEOGRAPHY
NO. 1 BROTHERS,POTPOURRI & GENERAL
"""GR""ANIMALS",SCIENCE
PICTURESQUE EXPRESSIONS,POTPOURRI & GENERAL
REALLY BAD DAYS,POTPOURRI & GENERAL
O,POTPOURRI & GENERAL
STAMPS OF APPROVAL,TECHNOLOGY
THE FORTUNE 500,MUSIC
MEDICAL PREFIXES,LANGUAGE & WORDS
CONTORTIONISM,POTPOURRI & GENERAL
CANDY & GUM NAMES,POTPOURRI & GENERAL
"""I""",POTPOURRI & GENERAL
DEAD SEA,POTPOURRI & GENERAL
DURING THE REAGAN YEARS,POTPOURRI & GENERAL
SONGS OF THE '70s,MUSIC
I NEED HELP!,POTPOURRI & GENERAL
BUCK UP,POTPOURRI & GENERAL
STEVE MARTIN,ART & CULTURE
"STUCK HERE IN ""L""",POTPOURRI & GENERAL
NOSE WORKS,POTPOURRI & GENERAL
AT,POTPOURRI & GENERAL
COLON,POTPOURRI & GENERAL
HYPHEN,POTPOURRI & GENERAL
QUESTION MARK,POTPOURRI & GENERAL
"""DIS""SING YOU",POTPOURRI & GENERAL
HISTORIC BALTIMORE,HISTORY
WEATHER SUPERLATIVES,SCIENCE
SHOWTIME AT THE APOLLO PROGRAM,MOVIES & TV
CAR TROUBLE,POTPOURRI & GENERAL
ALONG I-80,POTPOURRI & GENERAL
I MARRIED A STAR,SCIENCE
THEATER TERMS,ART & CULTURE
"ROCK, PAPER OR SCISSORS",MUSIC
WORDS IN COMBINATION,LANGUAGE & WORDS
CAESARS,POTPOURRI & GENERAL
ALCATRAZ-A-MATAZZ,POTPOURRI & GENERAL
PROJECTILES,POTPOURRI & GENERAL
CHICKEN À LA KING SHOPPING LIST,POTPOURRI & GENERAL
GEORGE M. COHAN,POTPOURRI & GENERAL
JUNG AT HEART,ART & CULTURE
"RUN ""IT"" UP",POTPOURRI & GENERAL
THE FLAGPOLE,POTPOURRI & GENERAL
CONTEMPORARY WOMEN,POTPOURRI & GENERAL
THE HAYES CODE,POTPOURRI & GENERAL
CAR CHAT,POTPOURRI & GENERAL
THE 4th,POTPOURRI & GENERAL
THE DIGESTIVE SYSTEM,POTPOURRI & GENERAL
"FEELING A BIT ""ILL""",POTPOURRI & GENERAL
THE FIRTH OF FORTH,POTPOURRI & GENERAL
CLINTON'S BILLS,POTPOURRI & GENERAL
"""DOUBLE"" TROUBLE",POTPOURRI & GENERAL
THE 2001 WORLD SERIES,HISTORY
FROM FRANCE,POTPOURRI & GENERAL
BIRD VERBS,POTPOURRI & GENERAL
A PINT OF ALEC GUINNESS,POTPOURRI & GENERAL
WELL DOCUMENTED,POTPOURRI & GENERAL
PARTNERS' LAST NAMES,ART & CULTURE
1980s BUSINESS,BUSINESS & ECONOMICS
LET'S GO EAT,POTPOURRI & GENERAL
HOW ABOUT A REVIVAL?,POTPOURRI & GENERAL
WILD WEST TALK,POTPOURRI & GENERAL
THE SPIRIT OF '76,POTPOURRI & GENERAL
G-MEN & WOMEN,POTPOURRI & GENERAL
MED CENTER,POTPOURRI & GENERAL
GUINNESS SPORTS RECORDS,SPORTS
DIACRITICAL MARKS,POTPOURRI & GENERAL
FILMS OF THE 1930s,MOVIES & TV
PRESIDENTIAL APBs,HISTORY
SUPREMES HITS IN OTHER WORDS,LANGUAGE & WORDS
WIZARDS,POTPOURRI & GENERAL
MUPPETMANIA,POTPOURRI & GENERAL
THE MEADIA,POTPOURRI & GENERAL
FISHY ANAGRAMS,POTPOURRI & GENERAL
CHINA TOWN,POTPOURRI & GENERAL
"5 ""EASY"" PIECES",POTPOURRI & GENERAL
IRREGULARS,POTPOURRI & GENERAL
BROADCAST NEWS,MOVIES & TV
LITTLE SHOP OF HORRORS,POTPOURRI & GENERAL
Smithsonian National Air and Space Museum,SCIENCE
I'M NOT PRESIDENT BECAUSE OF YOU,HISTORY
"BE VEWY, VEWY QUIET",POTPOURRI & GENERAL
HE'S THE BAUM,POTPOURRI & GENERAL
MISSING MOVIE LINKS,MOVIES & TV
"THE DEVIL, YOU SAY",POTPOURRI & GENERAL
HAILS FROM WALES,TECHNOLOGY
THE CANDY COUNTER,POTPOURRI & GENERAL
YANKEES' NUMBERS,POTPOURRI & GENERAL
PEARL HARBOR,POTPOURRI & GENERAL
"""JUMP"" FOR JOY",POTPOURRI & GENERAL
STAGECOACH,SPORTS
JUST ADD WALTER,POTPOURRI & GENERAL
HURRICANE NAMES,POTPOURRI & GENERAL
HAIL TO THE K.C. CHIEF,TECHNOLOGY
GIVE 'EM A HAND,POTPOURRI & GENERAL
"THE ""CRU"" CLUE",POTPOURRI & GENERAL
GOVERNMENT & ECONOMICS,POLITICS & GOVERNMENT
CELEBRATE THE CENTURY STAMPS,HISTORY
KISS-AND-TELL,POTPOURRI & GENERAL
SPORTS ILLUSTRATED,SPORTS
CITY QUOTES,GEOGRAPHY
COUNTRY SINGERS ON FILM,GEOGRAPHY
'20s TRANSPORTATION,SPORTS
"WHAT, KIM AGAIN?",TECHNOLOGY
OFFICIAL SEALS,POTPOURRI & GENERAL
"DON'T WORRY, BE HOPI",POTPOURRI & GENERAL
"THAT'S ""SWEET""",POTPOURRI & GENERAL
TCHOTCHKES,POTPOURRI & GENERAL
WEST WORDS,LANGUAGE & WORDS
SPINAL TAP,POTPOURRI & GENERAL
TONIGHT I'M GONNA ROCK YOU TONIGHT,MUSIC
THIS ONE GOES TO 11,POTPOURRI & GENERAL
GIMME SOME MONEY,BUSINESS & ECONOMICS
"""HEL"" HOLE",POTPOURRI & GENERAL
BASKETBALL RULES,SPORTS
"""M"" MARKS THE SPOT",POTPOURRI & GENERAL
FASHIONABLE FEMALES,POTPOURRI & GENERAL
MILITARY PROMOTIONS,POTPOURRI & GENERAL
FOOD CROSSWORD CLUES,FOOD & DRINK
JEREMIAH WAS A PROPHET,RELIGION & MYTHOLOGY
THAT SHOULD BE BULLFROG,POTPOURRI & GENERAL
WAS A GOOD FRIEND OF MINE,POTPOURRI & GENERAL
NAME THAT PRESIDENT,HISTORY
ANIMAL CRACKERS,SCIENCE
MALTIN ON THE MOVIES,MOVIES & TV
"IN THE ""CAN""",POTPOURRI & GENERAL
CONSONANTS,POTPOURRI & GENERAL
ON THE INTERSTATE,GEOGRAPHY
COVERING BARON GROUND,POTPOURRI & GENERAL
"NICE ""AB""S!",POTPOURRI & GENERAL
STAR TREK101,SCIENCE
A & _,POTPOURRI & GENERAL
SCUBA DOOBY DOO,POTPOURRI & GENERAL
WHERE ARE YOU?,POTPOURRI & GENERAL
WHO'S A SAINT?,TECHNOLOGY
STATUARY HALL,POTPOURRI & GENERAL
FILMED IN ASIA,MOVIES & TV
LAB EQUIPMENT,POTPOURRI & GENERAL
THE COLD WAR YEARS,HISTORY
NEW TO THE INVENTORS HALL OF FAME,POTPOURRI & GENERAL
ON YOUR TOES,POTPOURRI & GENERAL
"NO DOUBT, IT'S THOMAS",POTPOURRI & GENERAL
B WHERE,POTPOURRI & GENERAL
"""ALL"" WE KNOW",POTPOURRI & GENERAL
THE DUCHESS OF WINDSOR,POTPOURRI & GENERAL
CELESTIAL QUOTES,QUOTES & PHRASES
JAZZMEN'S INSTRUMENTS,MUSIC
WORLD THEATRE,GEOGRAPHY
FANTASY FILMS,MOVIES & TV
THRILLER,POTPOURRI & GENERAL
BEN,POTPOURRI & GENERAL
REMEMBER THE TIME,WORDPLAY
ROCK WITH YOU,MUSIC
BABY BOOMER MEMORIES,POTPOURRI & GENERAL
"""T""ELEVISION",POTPOURRI & GENERAL
SORTA SOUNDS LIKE OPRAH?,POTPOURRI & GENERAL
TUBES,POTPOURRI & GENERAL
ALPHA MALES,POTPOURRI & GENERAL
"THE ""F"" FILES",POTPOURRI & GENERAL
I WRITE THE SONGS,MUSIC
"MAN ""D""",POTPOURRI & GENERAL
I MADE IT THROUGH THE REIGN,POTPOURRI & GENERAL
CAN'T SMILE WITHOUT YOU,POTPOURRI & GENERAL
COBRA CABANA,POTPOURRI & GENERAL
THEATRE GAMES,SPORTS
"GIMME AN ""F""!",POTPOURRI & GENERAL
ACTORS & ROLE,MOVIES & TV
HITTING THE LINKS,POTPOURRI & GENERAL
FOREST,POTPOURRI & GENERAL
NATIONALITIES,GEOGRAPHY
SEE 'EM & WEEP,POTPOURRI & GENERAL
THIS'LL KILL YA!,POTPOURRI & GENERAL
YOUR INITIAL RESPONSE IS CORRECT,POTPOURRI & GENERAL
HUMPTY DUMPTY,POTPOURRI & GENERAL
CELEBRITY WEDDINGS,POTPOURRI & GENERAL
FLY ME,POTPOURRI & GENERAL
"""B"" THERE",POTPOURRI & GENERAL
SOUPS OF THE WORLD,GEOGRAPHY
THERE OUGHTA BE A LAW,POLITICS & GOVERNMENT
BEAT IT,MUSIC
"""SHOE""s",POTPOURRI & GENERAL
OF THE FISHERMAN,POTPOURRI & GENERAL
"""BOY"" MOVIES",MOVIES & TV
TROPICAL FRUIT,FOOD & DRINK
REAL ROMANTICS,POTPOURRI & GENERAL
LET'S GET PHYSICAL!,POTPOURRI & GENERAL
AMERICA'S SWEETHEARTS,ART & CULTURE
THE DAMON RUNYON STORY,LITERATURE
H.R.,POTPOURRI & GENERAL
PUFFIN,POTPOURRI & GENERAL
G.I. KNOW,POTPOURRI & GENERAL
DOWN FOR THE LESSER-KNOWN COUNT,POTPOURRI & GENERAL
DANCES,ART & CULTURE
TAKE A SHOT,POTPOURRI & GENERAL
TOM WHO...,POTPOURRI & GENERAL
JERUSALEM,POTPOURRI & GENERAL
'38 SPECIAL,POTPOURRI & GENERAL
NATIONAL BOOK AWARDS,HISTORY
AVIARY,POTPOURRI & GENERAL
"SORRY, YOU'VE BEEN CENSORED",POTPOURRI & GENERAL
TITLE FILM FOLK,MOVIES & TV
REUBEN AWARD CARTOONISTS,HISTORY
INDIAN RESERVATIONS,POTPOURRI & GENERAL
NOT SO LONG AGO...,POTPOURRI & GENERAL
ACID REIGN,POTPOURRI & GENERAL
"IT'S FALLING ""DOWN""",POTPOURRI & GENERAL
CHEMISTRY EXPERIMENTS,SCIENCE
PEACETIME HISTORY,HISTORY
SURPRISING ROCKERS,MUSIC
LOUSY SCRABBLE WORDS,LANGUAGE & WORDS
"""A""",POTPOURRI & GENERAL
AL PACINO MOVIES,MOVIES & TV
SAY HELLO TO MY LITTLE FRIEND!,POTPOURRI & GENERAL
LITERATURE & GEOGRAPHY,GEOGRAPHY
STOP STAIR-ING AT ME!,TECHNOLOGY
CREEPERS & CRAWLERS,POTPOURRI & GENERAL
STATE GATEWAYS,GEOGRAPHY
FREQUENTLY ASKED QUESTIONS,POTPOURRI & GENERAL
"""I"" LANDS",POTPOURRI & GENERAL
"PRINCESS, WHO'S YOUR DADDY?",POTPOURRI & GENERAL
A DAY TO REMEMBER,POTPOURRI & GENERAL
"HEY, DOC!",POTPOURRI & GENERAL
POLITICAL LONGEVITY,POLITICS & GOVERNMENT
THEY'RE INDIGENOUS,POTPOURRI & GENERAL
KILLER MUSICALS,MUSIC
5 DWARFS,HISTORY
COOL!,POTPOURRI & GENERAL
"THAT'S LIKE, SO TOTALLY ""RAD""",POTPOURRI & GENERAL
DUELS,POTPOURRI & GENERAL
LET'S MAKE A DALE,POTPOURRI & GENERAL
THE THREE STOOGES,POTPOURRI & GENERAL
OLD ROMAN TIMES,WORDPLAY
NEW CARS,POTPOURRI & GENERAL
IT COMES BEFORE...,WORDPLAY
OLD SCHOOL RAP,POTPOURRI & GENERAL
GRIMM FAIRY TALES,LITERATURE
"FRANK, DEAN OR SAMMY",POTPOURRI & GENERAL
JAMES BUCHANAN,POTPOURRI & GENERAL
TORRID STORY PROBLEMS,LITERATURE
SPORTS CHANNEL,SPORTS
WITH A CAPITAL Q,GEOGRAPHY
PEOPLE OF THE '80s,POTPOURRI & GENERAL
BUG LIT,POTPOURRI & GENERAL
"""AU"" STRUCK",POTPOURRI & GENERAL
BADA BING,POTPOURRI & GENERAL
BADA BOOM!,POTPOURRI & GENERAL
ENTERTAINING CRITTERS,TECHNOLOGY
"""D""OUBLE TALK",POTPOURRI & GENERAL
IT'S TOO DARN HOT!,POTPOURRI & GENERAL
LEISURE ACTIVITIES,POTPOURRI & GENERAL
THE OFFICE OF THE SURGEON GENERAL,POTPOURRI & GENERAL
MAID FOR TV,MOVIES & TV
RENAISSANCE AUTHORS,LITERATURE
FEBRUARY SWEEPS,POTPOURRI & GENERAL
THE MARCH KING,POTPOURRI & GENERAL
APRIL MAY...,POTPOURRI & GENERAL
"""JU""NE",POTPOURRI & GENERAL
THE SEVENTH MONTH,POTPOURRI & GENERAL
ARE THE STARS OUT TONIGHT?,SCIENCE
"NOW, YOU TELL ME",POTPOURRI & GENERAL
SHORE SHORTS,POTPOURRI & GENERAL
ON A PRINCESS CRUISE,POTPOURRI & GENERAL
DEAD TV,MOVIES & TV
IOWANS,POTPOURRI & GENERAL
"ENDS IN ""UX""",POTPOURRI & GENERAL
CALLING ALL PAULS,POTPOURRI & GENERAL
GO THE DISTANCE,POTPOURRI & GENERAL
MY PERSONAL DIGITAL ASSISTANT,TECHNOLOGY
JOE-PARDY!,POTPOURRI & GENERAL
THE TV VAULT,MOVIES & TV
JUST TO THE RIGHT,POTPOURRI & GENERAL
THE PRICE IS,POTPOURRI & GENERAL
WRITE,POTPOURRI & GENERAL
CON-CENTRATION,POTPOURRI & GENERAL
HARD SHARKS,POTPOURRI & GENERAL
MATCH GAME '73,SPORTS
MR. PRIME MINISTER,POLITICS & GOVERNMENT
DOCTORS,POTPOURRI & GENERAL
MILITARY UNITS,POTPOURRI & GENERAL
GULFS,POTPOURRI & GENERAL
WHAT POSSESSED THEM?,POTPOURRI & GENERAL
CIRCUS & CARNIVAL CINEMA,MOVIES & TV
THEY'VE BEEN BENCHED,POTPOURRI & GENERAL
HISTORY HODGEPODGE,HISTORY
AUTHORS' NATIVE LANDS,LITERATURE
"""GRAND"" CENTRAL",POTPOURRI & GENERAL
STATION,POTPOURRI & GENERAL
BIG NAMES IN SPORTS,SPORTS
NEAR EAST ANCIENT HISTORY,HISTORY
GRAMMAR SCHOOL,LANGUAGE & WORDS
SO YOU WANT TO BE A 19th CENTURY HEROINE,HISTORY
THIS CATEGORY STINKS!,POTPOURRI & GENERAL
ABBREVIATED STATES,GEOGRAPHY
COLONIAL ARTS,HISTORY
"PROBLEMS, PROBLEMS",POTPOURRI & GENERAL
KNOWLEDGE BY THE NUMBERS,POTPOURRI & GENERAL
ANAGRAMMED NAMES,POTPOURRI & GENERAL
MILLION,POTPOURRI & GENERAL
DOLLAR,BUSINESS & ECONOMICS
MASTERS,POTPOURRI & GENERAL
PULITZER PRIZE-WINNING BOOKS,LITERATURE
TV's PRETTY FACES,MOVIES & TV
THE HUNCHBACK OF NOTRE DAME,POTPOURRI & GENERAL
LI'L BOW WOW,POTPOURRI & GENERAL
LET A SMILE BE YOUR UMBRIA,POTPOURRI & GENERAL
STRAIN THY BRAIN,TECHNOLOGY
ALL THE PRESIDENTS' MEN,HISTORY
I'VE GOT A LITTLE LISZT,POTPOURRI & GENERAL
BOBBING FOR BOBS,POTPOURRI & GENERAL
"WELCOME BACK, CARTER",ART & CULTURE
THE NEW YORK TIMESCROSSWORD CLUES,LANGUAGE & WORDS
WOMEN IN LABOR,POTPOURRI & GENERAL
THE HEADACHES OF MILLIONAIRES,TECHNOLOGY
THE NEW YORK TIMESBEST SELLERS,WORDPLAY
PEOPLE FROM INDIA,POTPOURRI & GENERAL
WHEAT,POTPOURRI & GENERAL
WRY,POTPOURRI & GENERAL
MOVIES BY CHARACTER,MOVIES & TV
SCIENTIFIC DISCOVERY,POTPOURRI & GENERAL
"YOU'VE GOT A ""TUDE"", MISTER",POTPOURRI & GENERAL
"NIETZSCHE, I'M GLAD TO MEETCHA",POTPOURRI & GENERAL
YOUR FEMININE SIDE,POTPOURRI & GENERAL
18 YEARS OF LEFTOVERS,POTPOURRI & GENERAL
BEST DRAMATIC ACTOR TONYS,MOVIES & TV
KING ME!,POTPOURRI & GENERAL
BIG CITY LIFE,GEOGRAPHY
DISCOVERY CHANNEL,POTPOURRI & GENERAL
WORLD WAR I VETS,HISTORY
"I'M IN ""SEVENTH"" HEAVEN",POTPOURRI & GENERAL
THE NEW YORK TIMESMAGAZINE,WORDPLAY
MIDDLE AGE FOLKS,POTPOURRI & GENERAL
"OH, NO! IT'S OPERA!",MUSIC
MONSTERS INC.,POTPOURRI & GENERAL
"BE AFRAID, BE VERY AFRAID",TECHNOLOGY
WATER TRANSPORTS,SPORTS
WAX MUSEUMS,ART & CULTURE
AUTOIMMUNE DISORDERS,POTPOURRI & GENERAL
"SO YOU'RE THE ""SMART"" ONE, EH?",ART & CULTURE
THE NEW YORK TIMESARTS & LEISURE,ART & CULTURE
HOPE YOU LEARNED YOUR AFRICAN CAPITALS,GEOGRAPHY
PLACES TO PUT YOUR BIG WINNINGS,GEOGRAPHY
ESPIONAGE,POTPOURRI & GENERAL
POP THE QUESTION,MUSIC
"A BEAUTIFUL ""IND""",POTPOURRI & GENERAL
LET'S HAVE A DRINK!,FOOD & DRINK
"OH, YOU ANIMAL!",SCIENCE
ADVICE FROM DR. JOYCE BROTHERS,POTPOURRI & GENERAL
BATTLEFIELDS,HISTORY
"PAY THE ""BILL""",POTPOURRI & GENERAL
"CZECH, PLEASE!",POTPOURRI & GENERAL
LET'S GO TO FLORENCE,POTPOURRI & GENERAL
WHAT'S YOUR POINT?,POTPOURRI & GENERAL
"""B.S.""",POTPOURRI & GENERAL
SCIENTIFIC MINDS,POTPOURRI & GENERAL
EDIBLE SPELLING,POTPOURRI & GENERAL
SOUTHERN WRITERS,LITERATURE
THE 5:00 NEWS,POTPOURRI & GENERAL
TV ACTORS & ROLES,MOVIES & TV
CITY SITES,GEOGRAPHY
THIS CATEGORY BUGS ME!,POTPOURRI & GENERAL
LITERARY LUSHES,POTPOURRI & GENERAL
LONG LIVE THE ENGLISH KING OR QUEEN!,LANGUAGE & WORDS
MAKE MINE RARE,POTPOURRI & GENERAL
"WITH ""OUT"" END",POTPOURRI & GENERAL
"FUN WITH ""FUN""",POTPOURRI & GENERAL
MADE IN TAIWAN,TECHNOLOGY
IT'S A BOY!,POTPOURRI & GENERAL
IT'S A GIRL!,POTPOURRI & GENERAL
"OH, MY ""LORD""!",POTPOURRI & GENERAL
I WANNA BE A COWBOY,POTPOURRI & GENERAL
"LARRY, MOE OR CURLY",POTPOURRI & GENERAL
"""K.C.""",POTPOURRI & GENERAL
"A ""WOMAN"" OF THE MOVIES",MOVIES & TV
ON THE INDEX OF FORBIDDEN BOOKS,LITERATURE
JUST A THOUGHT,POTPOURRI & GENERAL
"""COP""ING",POTPOURRI & GENERAL
K.C.,POTPOURRI & GENERAL
THE LUNGS,POTPOURRI & GENERAL
"HAIL, HAIL, ROCK 'N' ROLL",MUSIC
MAN ON BOARD,POTPOURRI & GENERAL
AIMING TO SUCCEED,TECHNOLOGY
THOUSAND ISLAND,GEOGRAPHY
"""BLUE"" CHEESE",POTPOURRI & GENERAL
BLAME IT ON JOHN,POTPOURRI & GENERAL
"JUST GIVE ""ME""",POTPOURRI & GENERAL
I PROTEST!,POTPOURRI & GENERAL
FAKE NATIONAL CURRENCIES,GEOGRAPHY
THEY'VE BEEN HONORED,POTPOURRI & GENERAL
NEW JERSEY EXITS,POTPOURRI & GENERAL
SHERLOCK'S ADVENTURES,POTPOURRI & GENERAL
FEELIN' BLUE,POTPOURRI & GENERAL
HANDY TRAVEL PHRASES,LANGUAGE & WORDS
THE OAK TREE,POTPOURRI & GENERAL
PEOPLE EAT THAT?,POTPOURRI & GENERAL
WINNERS,POTPOURRI & GENERAL
CLICHES IN OTHER WORDS,LANGUAGE & WORDS
MYTH & MAGIC,RELIGION & MYTHOLOGY
I WANT MY MOVIE MOMMY,MOVIES & TV
"""V"" THE PEOPLE",POTPOURRI & GENERAL
THE MAINE INGREDIENTS,FOOD & DRINK
NURSERY RHYME WOMEN,LANGUAGE & WORDS
VISIBLE BODY PARTS,ART & CULTURE
"BONDS, COMMON BONDS",POTPOURRI & GENERAL
SPEAKERS BUREAU,POTPOURRI & GENERAL
DON'T JUDGE A BOOK BY ITS MOVIE,LITERATURE
1930-SOMETHING,POTPOURRI & GENERAL
FRANKS & BEENS,POTPOURRI & GENERAL
"AGAINST THE ""WALL""",TECHNOLOGY
U.S. STATE CAPITALS,GEOGRAPHY
FILL IN THE (MEL) BLANC,POTPOURRI & GENERAL
COOKIN' IN NEW ORLEANS,FOOD & DRINK
LIVIN' LATVIAN LARGE,MOVIES & TV
LIFE'S LITTLE LESSONS,POTPOURRI & GENERAL
CIVIL WAR STUFF,HISTORY
SALLY FORTH,POTPOURRI & GENERAL
FIELD EVENTS,POTPOURRI & GENERAL
TV SITCOM DADS,MOVIES & TV
FILL IN THE BANK,BUSINESS & ECONOMICS
"AS EASY AS A,B,C",POTPOURRI & GENERAL
INSIDE BASEBALL,SPORTS
HEARD OF HARDING,POTPOURRI & GENERAL
DEB-UTANTES,POTPOURRI & GENERAL
EARLY AUTOMAKERS,POTPOURRI & GENERAL
"AS TOUGH AS ""X"", ""Y"", ""Z""",POTPOURRI & GENERAL
BEAUTY TREATMENTS,POTPOURRI & GENERAL
CIUDADES DE BAJA CALIFORNIA,POTPOURRI & GENERAL
NIGHTLIFE,POTPOURRI & GENERAL
FAMOUS J.P.'s,QUOTES & PHRASES
MILITARY MUSIC,MUSIC
VICTORIA'S SECRETS,POTPOURRI & GENERAL
PLANET NAMES,SCIENCE
ROCK & ROLL CINEMA,MOVIES & TV
"THE ""WEST"" IS THE BEST",POTPOURRI & GENERAL
LAUNCH,POTPOURRI & GENERAL
DINAR,POTPOURRI & GENERAL
GIVE ME SOME CAVIAR!,POTPOURRI & GENERAL
HYPHENATED-AMERICANS,POTPOURRI & GENERAL
